# x y rho rho*u rho*v rho*E
    0.449969    0.0579092      1.29622     0.926413    -0.046127      5.62332
    0.466065    0.0570369      1.29692     0.924927   -0.0498068      5.62607
    0.482241     0.056097      1.29771     0.923553   -0.0533135      5.62954
     0.49846    0.0550942      1.29853     0.922283   -0.0566534      5.63335
    0.514698    0.0540336      1.29931     0.921102   -0.0598315      5.63714
    0.530924    0.0529189      1.30003     0.919984   -0.0628538      5.64062
     0.54711    0.0517547      1.30064       0.9189   -0.0657249      5.64358
    0.563225    0.0505459      1.30113     0.917813   -0.0684507      5.64595
    0.579247    0.0492971      1.30151     0.916689   -0.0710383       5.6477
    0.595139    0.0480139      1.30177       0.9155   -0.0734935      5.64886
    0.610885    0.0466898      1.30193     0.914225   -0.0758221      5.64945
    0.626445    0.0453367      1.30198     0.912847   -0.0780304      5.64945
    0.641817    0.0439626      1.30194     0.911356   -0.0801265      5.64894
    0.656949    0.0425744      1.30181     0.909754   -0.0821181      5.64797
    0.671851     0.041174      1.30159     0.908054   -0.0840105      5.64651
     0.68647    0.0397686      1.30128     0.906267   -0.0858094      5.64449
    0.700824    0.0383583      1.30087     0.904397   -0.0875216      5.64193
    0.714855    0.0369338      1.30038     0.902453   -0.0891567       5.6389
    0.728591    0.0355126      1.29981     0.900452   -0.0907224      5.63546
    0.741978    0.0341026      1.29918     0.898418   -0.0922243       5.6316
     0.75504    0.0327031      1.29847      0.89637   -0.0936657      5.62732
    0.767747    0.0313194       1.2977     0.894327   -0.0950482      5.62264
