x y rho u v p
0.928395 -0.014014 1.397611 0.849782 0.001643 6.235494
0.921713 -0.014973 1.397732 0.849795 0.001560 6.236225
0.914741 -0.015964 1.397849 0.849807 0.001481 6.236929
0.907455 -0.016991 1.397960 0.849818 0.001405 6.237603
0.899833 -0.018053 1.398063 0.849829 0.001335 6.238222
0.891847 -0.019132 1.398152 0.849839 0.001274 6.238761
0.883536 -0.020243 1.398233 0.849847 0.001219 6.239251
0.874888 -0.021389 1.398313 0.849856 0.001165 6.239730
0.865873 -0.022570 1.398390 0.849864 0.001112 6.240197
0.856473 -0.023789 1.398465 0.849871 0.001061 6.240651
0.846735 -0.025038 1.398538 0.849879 0.001011 6.241091
0.836627 -0.026320 1.398608 0.849886 0.000963 6.241518
0.826117 -0.027637 1.398677 0.849893 0.000916 6.241930
0.815259 -0.028980 1.398742 0.849899 0.000871 6.242329
0.804027 -0.030351 1.398803 0.849906 0.000829 6.242697
0.792395 -0.031724 1.398855 0.849911 0.000794 6.243012
0.780422 -0.033104 1.398900 0.849916 0.000763 6.243284
0.768063 -0.034509 1.398943 0.849920 0.000734 6.243543
0.755357 -0.035930 1.398985 0.849925 0.000705 6.243798
0.742305 -0.037368 1.399027 0.849929 0.000676 6.244049
0.728896 -0.038820 1.399068 0.849933 0.000648 6.244296
0.715177 -0.040279 1.399108 0.849937 0.000621 6.244538
0.701119 -0.041747 1.399145 0.849941 0.000596 6.244762
0.686779 -0.043176 1.399176 0.849944 0.000574 6.244950
0.672133 -0.044603 1.399203 0.849947 0.000555 6.245118
0.657241 -0.046021 1.399231 0.849950 0.000536 6.245287
0.642086 -0.047430 1.399260 0.849953 0.000517 6.245457
0.626721 -0.048823 1.399288 0.849956 0.000497 6.245630
0.611141 -0.050197 1.399316 0.849959 0.000478 6.245802
0.595393 -0.051536 1.399343 0.849962 0.000459 6.245965
0.579485 -0.052825 1.399368 0.849965 0.000442 6.246115
0.563456 -0.054079 1.399393 0.849967 0.000426 6.246264
0.547328 -0.055294 1.399418 0.849970 0.000408 6.246419
0.531130 -0.056464 1.399445 0.849973 0.000390 6.246581
0.514893 -0.057584 1.399473 0.849975 0.000370 6.246749
0.498642 -0.058649 1.399501 0.849978 0.000351 6.246923
0.482407 -0.059645 1.399530 0.849980 0.000331 6.247099
0.466221 -0.060578 1.399560 0.849983 0.000310 6.247282
0.450105 -0.061443 1.399592 0.849985 0.000288 6.247474
0.434097 -0.062237 1.399625 0.849987 0.000265 6.247677
0.418213 -0.062956 1.399659 0.849990 0.000241 6.247889
0.402491 -0.063597 1.399695 0.849992 0.000216 6.248109
0.386944 -0.064135 1.399732 0.849994 0.000190 6.248334
0.371610 -0.064587 1.399770 0.849995 0.000163 6.248569
0.356499 -0.064955 1.399810 0.849997 0.000135 6.248818
0.341647 -0.065237 1.399852 0.849998 0.000105 6.249081
0.327054 -0.065433 1.399897 0.849999 0.000073 6.249361
0.312765 -0.065541 1.399945 0.850000 0.000039 6.249655
0.298763 -0.065562 1.399994 0.850000 0.000004 6.249965
0.285104 -0.065482 1.400047 0.850000 -0.000034 6.250296
0.271756 -0.065318 1.400104 0.849999 -0.000075 6.250653
0.258770 -0.065072 1.400165 0.849998 -0.000119 6.251038
0.246134 -0.064745 1.400231 0.849995 -0.000166 6.251452
0.233849 -0.064338 1.400301 0.849993 -0.000217 6.251896
0.221957 -0.063857 1.400376 0.849989 -0.000271 6.252372
0.210421 -0.063303 1.400456 0.849984 -0.000329 6.252880
0.199256 -0.062679 1.400540 0.849978 -0.000390 6.253414
0.188491 -0.062016 1.400625 0.849970 -0.000453 6.253962
0.178090 -0.061289 1.400713 0.849962 -0.000517 6.254529
0.168054 -0.060503 1.400805 0.849952 -0.000585 6.255120
0.158400 -0.059663 1.400900 0.849940 -0.000655 6.255737
0.149133 -0.058773 1.400998 0.849927 -0.000728 6.256379
0.140223 -0.057835 1.401100 0.849911 -0.000804 6.257047
0.131662 -0.056851 1.401206 0.849894 -0.000882 6.257740
0.123455 -0.055828 1.401315 0.849874 -0.000963 6.258460
0.115597 -0.054767 1.401427 0.849852 -0.001047 6.259206
0.108082 -0.053674 1.401543 0.849827 -0.001134 6.259978
0.100898 -0.052549 1.401686 0.849794 -0.001241 6.260938
0.094066 -0.051241 1.401900 0.849746 -0.001400 6.262363
0.087561 -0.049862 1.402185 0.849685 -0.001613 6.264267
0.081365 -0.048465 1.402521 0.849612 -0.001865 6.266523
0.075474 -0.047052 1.402908 0.849522 -0.002155 6.269127
0.069874 -0.045625 1.403351 0.849411 -0.002489 6.272136
0.064557 -0.044187 1.403862 0.849277 -0.002875 6.275623
0.059512 -0.042739 1.404451 0.849111 -0.003320 6.279671
0.054731 -0.041284 1.405132 0.848909 -0.003836 6.284380
0.050202 -0.039822 1.405919 0.848659 -0.004434 6.289870
0.045917 -0.038355 1.406831 0.848351 -0.005128 6.296287
0.041865 -0.036882 1.407891 0.847970 -0.005935 6.303810
0.038037 -0.035406 1.409124 0.847498 -0.006876 6.312648
0.034432 -0.033929 1.410558 0.846912 -0.007971 6.323045
0.031042 -0.032452 1.412228 0.846183 -0.009247 6.335293
0.027859 -0.030977 1.414175 0.845274 -0.010732 6.349753
0.024874 -0.029502 1.416446 0.844139 -0.012461 6.366866
0.022078 -0.028028 1.419103 0.842715 -0.014475 6.387194
0.019457 -0.026551 1.422223 0.840919 -0.016824 6.411465
0.017002 -0.025067 1.425895 0.838643 -0.019563 6.440562
0.014718 -0.023582 1.430200 0.835766 -0.022727 6.475363
0.012611 -0.022103 1.435219 0.832149 -0.026343 6.516811
0.010670 -0.020628 1.441060 0.827605 -0.030435 6.566180
0.008883 -0.019152 1.447873 0.821876 -0.035025 6.625206
0.007239 -0.017669 1.455810 0.814651 -0.040084 6.695851
0.005739 -0.016176 1.464896 0.805688 -0.045438 6.779085
0.004395 -0.014691 1.474915 0.794966 -0.050687 6.873694
0.003183 -0.013191 1.490380 0.777169 -0.057387 7.024253
0.001246 -0.010293 1.515223 0.745784 -0.063916 7.276038
-0.000139 -0.007474 1.545134 0.704429 -0.063495 7.592016
-0.001027 -0.004772 1.573447 0.663014 -0.051422 7.899991
-0.001486 -0.002272 1.595655 0.630386 -0.028452 8.143219
-0.001584 -0.000000 1.604886 0.617228 -0.000005 8.243256
-0.001486 0.002273 1.595663 0.630370 0.028429 8.143323
-0.001028 0.004775 1.573461 0.662985 0.051393 7.900170
-0.000143 0.007467 1.545142 0.704425 0.063498 7.592084
0.001253 0.010305 1.515220 0.745790 0.063923 7.276006
0.003177 0.013186 1.490386 0.777158 0.057385 7.024323
0.004402 0.014702 1.474858 0.795041 0.050664 6.873114
0.005755 0.016193 1.464797 0.805802 0.045389 6.778129
0.007237 0.017666 1.455811 0.814650 0.040086 6.695859
0.008871 0.019144 1.447929 0.821821 0.035060 6.625715
0.010670 0.020630 1.441066 0.827599 0.030439 6.566233
0.012628 0.022117 1.435170 0.832189 0.026310 6.516398
0.014742 0.023598 1.430149 0.835805 0.022691 6.474935
0.017010 0.025071 1.425882 0.838652 0.019553 6.440453
0.019446 0.026544 1.422240 0.840908 0.016837 6.411597
0.022069 0.028024 1.419117 0.842707 0.014485 6.387301
0.024879 0.029506 1.416444 0.844140 0.012459 6.366850
0.027879 0.030987 1.414161 0.845281 0.010721 6.349651
0.031072 0.032466 1.412211 0.846191 0.009234 6.335168
0.034464 0.033942 1.410544 0.846918 0.007961 6.322943
0.038061 0.035415 1.409116 0.847501 0.006870 6.312593
0.041873 0.036885 1.407889 0.847971 0.005934 6.303798
0.045914 0.038353 1.406833 0.848350 0.005129 6.296299
0.050195 0.039819 1.405921 0.848658 0.004435 6.289886
0.054723 0.041281 1.405134 0.848908 0.003837 6.284394
0.059506 0.042737 1.404453 0.849111 0.003321 6.279681
0.064552 0.044186 1.403863 0.849276 0.002876 6.275631
0.069870 0.045624 1.403352 0.849411 0.002490 6.272142
0.075471 0.047051 1.402908 0.849522 0.002156 6.269130
0.081363 0.048464 1.402522 0.849612 0.001866 6.266525
0.087561 0.049862 1.402185 0.849685 0.001613 6.264269
0.094075 0.051242 1.401900 0.849746 0.001400 6.262363
0.100924 0.052553 1.401686 0.849794 0.001241 6.260938
0.108122 0.053679 1.401542 0.849827 0.001134 6.259977
0.115642 0.054773 1.401427 0.849852 0.001047 6.259205
0.123492 0.055832 1.401315 0.849874 0.000963 6.258460
0.131684 0.056853 1.401206 0.849894 0.000882 6.257741
0.140232 0.057835 1.401100 0.849911 0.000804 6.257047
0.149152 0.058773 1.400998 0.849927 0.000728 6.256380
0.158447 0.059666 1.400900 0.849940 0.000655 6.255738
0.168095 0.060505 1.400805 0.849952 0.000585 6.255121
0.178110 0.061289 1.400713 0.849962 0.000518 6.254529
0.188514 0.062015 1.400625 0.849970 0.000453 6.253963
0.199307 0.062680 1.400540 0.849978 0.000390 6.253415
0.210453 0.063302 1.400456 0.849984 0.000329 6.252881
0.221980 0.063856 1.400376 0.849989 0.000271 6.252372
0.233901 0.064337 1.400301 0.849993 0.000217 6.251896
0.246166 0.064742 1.400231 0.849995 0.000166 6.251452
0.258805 0.065069 1.400165 0.849998 0.000119 6.251038
0.271804 0.065315 1.400104 0.849999 0.000075 6.250653
0.285132 0.065478 1.400047 0.850000 0.000034 6.250296
0.298816 0.065556 1.399994 0.850000 -0.000004 6.249964
0.312798 0.065534 1.399944 0.850000 -0.000040 6.249653
0.327105 0.065423 1.399897 0.849999 -0.000073 6.249358
0.341685 0.065226 1.399852 0.849998 -0.000105 6.249077
0.356547 0.064942 1.399809 0.849997 -0.000136 6.248812
0.371651 0.064573 1.399769 0.849995 -0.000164 6.248562
0.386992 0.064118 1.399730 0.849994 -0.000191 6.248325
0.402532 0.063577 1.399693 0.849992 -0.000217 6.248097
0.418261 0.062928 1.399656 0.849989 -0.000243 6.247871
0.434138 0.062202 1.399621 0.849987 -0.000268 6.247651
0.450151 0.061401 1.399586 0.849985 -0.000292 6.247441
0.466261 0.060529 1.399553 0.849982 -0.000315 6.247240
0.482450 0.059589 1.399522 0.849980 -0.000336 6.247049
0.498681 0.058587 1.399492 0.849977 -0.000357 6.246867
0.514932 0.057529 1.399464 0.849975 -0.000377 6.246695
0.531169 0.056416 1.399437 0.849972 -0.000395 6.246532
0.547366 0.055254 1.399411 0.849970 -0.000413 6.246377
0.563493 0.054047 1.399387 0.849967 -0.000429 6.246229
0.579525 0.052800 1.399364 0.849965 -0.000445 6.246088
0.595427 0.051518 1.399340 0.849962 -0.000462 6.245944
0.611183 0.050182 1.399314 0.849959 -0.000480 6.245785
0.626751 0.048810 1.399286 0.849956 -0.000499 6.245615
0.642129 0.047418 1.399257 0.849953 -0.000518 6.245444
0.657268 0.046011 1.399229 0.849950 -0.000538 6.245276
0.672176 0.044593 1.399202 0.849947 -0.000556 6.245109
0.686802 0.043169 1.399174 0.849944 -0.000575 6.244942
0.701162 0.041740 1.399143 0.849941 -0.000596 6.244756
0.715196 0.040274 1.399107 0.849937 -0.000622 6.244533
0.728935 0.038813 1.399067 0.849933 -0.000649 6.244291
0.742324 0.037363 1.399026 0.849929 -0.000677 6.244044
0.755388 0.035925 1.398985 0.849925 -0.000705 6.243794
0.768096 0.034503 1.398943 0.849920 -0.000734 6.243539
0.780437 0.033101 1.398900 0.849916 -0.000763 6.243281
0.792435 0.031718 1.398855 0.849911 -0.000794 6.243009
0.804035 0.030349 1.398803 0.849906 -0.000830 6.242694
0.815282 0.028976 1.398742 0.849899 -0.000871 6.242326
0.826155 0.027631 1.398676 0.849893 -0.000916 6.241928
0.836628 0.026319 1.398608 0.849886 -0.000963 6.241515
0.846755 0.025035 1.398538 0.849879 -0.001011 6.241089
0.856511 0.023784 1.398465 0.849871 -0.001061 6.240648
0.865874 0.022570 1.398390 0.849864 -0.001112 6.240195
0.874894 0.021388 1.398312 0.849856 -0.001165 6.239728
0.883568 0.020239 1.398233 0.849847 -0.001219 6.239249
0.891877 0.019127 1.398152 0.849839 -0.001274 6.238758
0.899824 0.018054 1.398063 0.849829 -0.001335 6.238221
0.907455 0.016991 1.397960 0.849818 -0.001405 6.237601
0.914766 0.015961 1.397848 0.849807 -0.001481 6.236926
0.921747 0.014968 1.397732 0.849795 -0.001561 6.236222
0.928397 0.014014 1.397611 0.849782 -0.001643 6.235493
0.934754 0.013094 1.397486 0.849769 -0.001728 6.234737
0.940832 0.012208 1.397356 0.849755 -0.001816 6.233956
0.946633 0.011355 1.397223 0.849741 -0.001907 6.233151
0.952154 0.010538 1.397051 0.849723 -0.002024 6.232114
0.962376 0.009009 1.396801 0.849696 -0.002194 6.230608
0.971672 0.007601 1.396506 0.849665 -0.002394 6.228832
0.980044 0.006318 1.396226 0.849635 -0.002584 6.227147
0.988001 0.005034 1.395744 0.849584 -0.002911 6.224243
0.995461 0.003496 1.392104 0.848983 -0.005365 6.202375
1.005398 0.000002 1.400000 0.850000 -0.000000 6.250000
0.997430 -0.004677 1.400000 0.850000 -0.000000 6.250000
0.989343 -0.006983 1.400000 0.850000 -0.000000 6.250000
0.980836 -0.008635 1.400000 0.850000 -0.000000 6.250000
0.972147 -0.010091 1.400000 0.850000 -0.000000 6.250000
0.962806 -0.011607 1.400000 0.850000 0.000000 6.250000
0.957788 -0.012412 1.400000 0.850000 0.000000 6.250000
0.952523 -0.013252 1.400000 0.850000 0.000000 6.250000
0.947016 -0.014123 1.400000 0.850000 0.000000 6.250000
0.941245 -0.015029 1.400000 0.850000 -0.000000 6.250000
0.935187 -0.015973 1.400000 0.850000 -0.000000 6.250000
0.928819 -0.016957 1.400000 0.850000 0.000000 6.250000
0.922142 -0.017979 1.400000 0.850000 0.000000 6.250000
0.915174 -0.019036 1.400000 0.850000 0.000000 6.250000
0.907892 -0.020130 1.400000 0.850000 0.000000 6.250000
0.900273 -0.021262 1.400000 0.850000 0.000000 6.250000
0.892289 -0.022395 1.400000 0.850000 0.000000 6.250000
0.883979 -0.023564 1.400000 0.850000 -0.000000 6.250000
0.875334 -0.024767 1.400000 0.850000 -0.000000 6.250000
0.866321 -0.026009 1.400000 0.850000 0.000000 6.250000
0.856925 -0.027291 1.400000 0.850000 -0.000000 6.250000
0.847189 -0.028603 1.400000 0.850000 -0.000000 6.250000
0.837083 -0.029951 1.400000 0.850000 -0.000000 6.250000
0.826575 -0.031335 1.400000 0.850000 -0.000000 6.250000
0.815719 -0.032747 1.400000 0.850000 -0.000000 6.250000
0.804486 -0.034189 1.400000 0.850000 0.000000 6.250000
0.792852 -0.035616 1.400000 0.850000 0.000000 6.250000
0.780875 -0.037042 1.400000 0.850000 0.000000 6.250000
0.768513 -0.038493 1.400000 0.850000 -0.000000 6.250000
0.755805 -0.039963 1.400000 0.850000 -0.000000 6.250000
0.742749 -0.041448 1.400000 0.850000 -0.000000 6.250000
0.729337 -0.042950 1.400000 0.850000 0.000000 6.250000
0.715613 -0.044460 1.400000 0.850000 0.000000 6.250000
0.701551 -0.045979 1.400000 0.850000 0.000000 6.250000
0.687201 -0.047433 1.400000 0.850000 0.000000 6.250000
0.672547 -0.048883 1.400000 0.850000 0.000000 6.250000
0.657646 -0.050325 1.400000 0.850000 -0.000000 6.250000
0.642482 -0.051758 1.400000 0.850000 -0.000000 6.250000
0.627108 -0.053175 1.400000 0.850000 -0.000000 6.250000
0.611518 -0.054573 1.400000 0.850000 -0.000000 6.250000
0.595758 -0.055930 1.400000 0.850000 0.000000 6.250000
0.579836 -0.057223 1.400000 0.850000 0.000000 6.250000
0.563794 -0.058480 1.400000 0.850000 -0.000000 6.250000
0.547651 -0.059697 1.400000 0.850000 0.000000 6.250000
0.531440 -0.060870 1.400000 0.850000 -0.000000 6.250000
0.515187 -0.061993 1.400000 0.850000 -0.000000 6.250000
0.498921 -0.063061 1.400000 0.850000 0.000000 6.250000
0.482669 -0.064051 1.400000 0.850000 0.000000 6.250000
0.466465 -0.064979 1.400000 0.850000 -0.000000 6.250000
0.450331 -0.065839 1.400000 0.850000 -0.000000 6.250000
0.434303 -0.066627 1.400000 0.850000 0.000000 6.250000
0.418398 -0.067341 1.400000 0.850000 0.000000 6.250000
0.402655 -0.067976 1.400000 0.850000 0.000000 6.250000
0.387084 -0.068494 1.400000 0.850000 0.000000 6.250000
0.371727 -0.068923 1.400000 0.850000 -0.000000 6.250000
0.356591 -0.069268 1.400000 0.850000 0.000000 6.250000
0.341714 -0.069527 1.400000 0.850000 0.000000 6.250000
0.327096 -0.069700 1.400000 0.850000 0.000000 6.250000
0.312781 -0.069786 1.400000 0.850000 0.000000 6.250000
0.298753 -0.069784 1.400000 0.850000 0.000000 6.250000
0.285066 -0.069672 1.400000 0.850000 -0.000000 6.250000
0.271691 -0.069475 1.400000 0.850000 0.000000 6.250000
0.258676 -0.069197 1.400000 0.850000 0.000000 6.250000
0.246012 -0.068839 1.400000 0.850000 -0.000000 6.250000
0.233699 -0.068402 1.400000 0.850000 -0.000000 6.250000
0.221779 -0.067892 1.400000 0.850000 0.000000 6.250000
0.210214 -0.067309 1.400000 0.850000 0.000000 6.250000
0.199021 -0.066658 1.400000 0.850000 -0.000000 6.250000
0.188226 -0.065983 1.400000 0.850000 -0.000000 6.250000
0.177794 -0.065246 1.400000 0.850000 -0.000000 6.250000
0.167726 -0.064451 1.400000 0.850000 -0.000000 6.250000
0.158037 -0.063603 1.400000 0.850000 -0.000000 6.250000
0.148735 -0.062706 1.400000 0.850000 -0.000000 6.250000
0.139789 -0.061762 1.400000 0.850000 0.000000 6.250000
0.131189 -0.060774 1.400000 0.850000 0.000000 6.250000
0.122939 -0.059747 1.400000 0.850000 0.000000 6.250000
0.115031 -0.058683 1.400000 0.850000 -0.000000 6.250000
0.107456 -0.057585 1.400000 0.850000 -0.000000 6.250000
0.100205 -0.056456 1.400000 0.850000 -0.000000 6.250000
0.093325 -0.055026 1.400000 0.850000 -0.000000 6.250000
0.086780 -0.053511 1.400000 0.850000 -0.000000 6.250000
0.080552 -0.051980 1.400000 0.850000 -0.000000 6.250000
0.074636 -0.050437 1.400000 0.850000 0.000000 6.250000
0.069015 -0.048882 1.400000 0.850000 0.000000 6.250000
0.063680 -0.047319 1.400000 0.850000 0.000000 6.250000
0.058619 -0.045747 1.400000 0.850000 -0.000000 6.250000
0.053821 -0.044170 1.400000 0.850000 -0.000000 6.250000
0.049278 -0.042588 1.400000 0.850000 -0.000000 6.250000
0.044978 -0.041003 1.400000 0.850000 -0.000000 6.250000
0.040912 -0.039414 1.400000 0.850000 -0.000000 6.250000
0.037071 -0.037823 1.400000 0.850000 0.000000 6.250000
0.033453 -0.036233 1.400000 0.850000 0.000000 6.250000
0.030050 -0.034646 1.400000 0.850000 -0.000000 6.250000
0.026855 -0.033061 1.400000 0.850000 0.000000 6.250000
0.023858 -0.031479 1.400000 0.850000 0.000000 6.250000
0.021050 -0.029899 1.400000 0.850000 -0.000000 6.250000
0.018417 -0.028316 1.400000 0.850000 -0.000000 6.250000
0.015951 -0.026728 1.400000 0.850000 0.000000 6.250000
0.013656 -0.025140 1.400000 0.850000 0.000000 6.250000
0.011538 -0.023559 1.400000 0.850000 0.000000 6.250000
0.009586 -0.021982 1.400000 0.850000 0.000000 6.250000
0.007788 -0.020404 1.400000 0.850000 0.000000 6.250000
0.006132 -0.018817 1.400000 0.850000 0.000000 6.250000
0.004617 -0.017215 1.400000 0.850000 0.000000 6.250000
0.003252 -0.015611 1.400000 0.850000 0.000000 6.250000
0.002015 -0.013978 1.400000 0.850000 0.000000 6.250000
0.000097 -0.010909 1.400000 0.850000 0.000000 6.250000
-0.001275 -0.007923 1.400000 0.850000 0.000000 6.250000
-0.002179 -0.005070 1.400000 0.850000 -0.000000 6.250000
-0.002632 -0.002418 1.400000 0.850000 -0.000000 6.250000
-0.002704 -0.000000 1.400000 0.850000 0.000000 6.250000
-0.002632 0.002419 1.400000 0.850000 0.000000 6.250000
-0.002180 0.005072 1.400000 0.850000 0.000000 6.250000
-0.001279 0.007915 1.400000 0.850000 -0.000000 6.250000
0.000103 0.010921 1.400000 0.850000 0.000000 6.250000
0.002010 0.013973 1.400000 0.850000 0.000000 6.250000
0.003259 0.015622 1.400000 0.850000 -0.000000 6.250000
0.004632 0.017232 1.400000 0.850000 -0.000000 6.250000
0.006130 0.018814 1.400000 0.850000 -0.000000 6.250000
0.007777 0.020395 1.400000 0.850000 0.000000 6.250000
0.009586 0.021984 1.400000 0.850000 -0.000000 6.250000
0.011555 0.023573 1.400000 0.850000 -0.000000 6.250000
0.013680 0.025157 1.400000 0.850000 -0.000000 6.250000
0.015959 0.026733 1.400000 0.850000 -0.000000 6.250000
0.018406 0.028310 1.400000 0.850000 0.000000 6.250000
0.021041 0.029894 1.400000 0.850000 0.000000 6.250000
0.023863 0.031483 1.400000 0.850000 0.000000 6.250000
0.026875 0.033072 1.400000 0.850000 0.000000 6.250000
0.030080 0.034661 1.400000 0.850000 0.000000 6.250000
0.033484 0.036248 1.400000 0.850000 0.000000 6.250000
0.037094 0.037833 1.400000 0.850000 0.000000 6.250000
0.040920 0.039417 1.400000 0.850000 0.000000 6.250000
0.044975 0.041001 1.400000 0.850000 0.000000 6.250000
0.049271 0.042586 1.400000 0.850000 0.000000 6.250000
0.053814 0.044167 1.400000 0.850000 0.000000 6.250000
0.058613 0.045745 1.400000 0.850000 0.000000 6.250000
0.063675 0.047317 1.400000 0.850000 0.000000 6.250000
0.069012 0.048881 1.400000 0.850000 0.000000 6.250000
0.074633 0.050435 1.400000 0.850000 0.000000 6.250000
0.080550 0.051979 1.400000 0.850000 -0.000000 6.250000
0.086780 0.053510 1.400000 0.850000 -0.000000 6.250000
0.093334 0.055027 1.400000 0.850000 -0.000000 6.250000
0.100232 0.056459 1.400000 0.850000 -0.000000 6.250000
0.107497 0.057590 1.400000 0.850000 -0.000000 6.250000
0.115076 0.058688 1.400000 0.850000 0.000000 6.250000
0.122977 0.059750 1.400000 0.850000 0.000000 6.250000
0.131211 0.060776 1.400000 0.850000 0.000000 6.250000
0.139798 0.061761 1.400000 0.850000 0.000000 6.250000
0.148754 0.062706 1.400000 0.850000 0.000000 6.250000
0.158085 0.063605 1.400000 0.850000 0.000000 6.250000
0.167767 0.064452 1.400000 0.850000 -0.000000 6.250000
0.177814 0.065245 1.400000 0.850000 -0.000000 6.250000
0.188249 0.065982 1.400000 0.850000 0.000000 6.250000
0.199072 0.066658 1.400000 0.850000 0.000000 6.250000
0.210246 0.067307 1.400000 0.850000 0.000000 6.250000
0.221802 0.067888 1.400000 0.850000 0.000000 6.250000
0.233751 0.068399 1.400000 0.850000 -0.000000 6.250000
0.246044 0.068834 1.400000 0.850000 -0.000000 6.250000
0.258712 0.069191 1.400000 0.850000 0.000000 6.250000
0.271739 0.069468 1.400000 0.850000 0.000000 6.250000
